0,0.0,0.002,0.21,0.01,0.074,0.128,0.075,0.878,0.047,0.696,0.304,0.157,0.843,0.371,0.629,0.68,0.32,0.831,0.169,0.864,0.201,0.126,0.923,0.077,0,0,5.58e-33,3.22
0,0.033,0.0,0.25,0.002,0.138,0.11,0.144,0.807,0.048,0.654,0.346,0.19,0.81,0.398,0.602,0.631,0.369,0.774,0.226,0.652,0.288,0.197,0.903,0.097,1,0,3.574,6.467
0,0.014,0.461,0.353,0.001,0.132,0.22,0.209,0.703,0.088,0.557,0.443,0.231,0.769,0.399,0.601,0.415,0.585,0.609,0.391,0.159,0.215,0.191,0.969,0.031,0,1,0.1088,8.696
0,0.17,0.124,0.818,0.074,0.243,0.525,0.887,0.063,0.05,0.427,0.573,0.551,0.449,0.188,0.812,0.257,0.743,0.368,0.632,0.169,0.197,0.133,0.985,0.015,0,0,6.658e-05,7.059
0,0.381,0.026,0.633,0.002,0.171,0.46,0.621,0.274,0.104,0.535,0.465,0.38,0.62,0.273,0.727,0.319,0.681,0.522,0.478,0.191,0.244,0.191,0.975,0.025,1,0,0.2246,4.818
0,0.0,0.338,0.383,0.002,0.053,0.329,0.267,0.65,0.083,0.847,0.153,0.124,0.876,0.403,0.597,0.714,0.286,0.917,0.083,0.058,0.169,0.16,0.93,0.07,0,0,44.9,18.39
0,0.108,0.331,0.59,0.001,0.241,0.348,0.544,0.363,0.093,0.535,0.465,0.349,0.651,0.323,0.677,0.403,0.597,0.568,0.432,0.388,0.159,0.182,0.967,0.033,1,1,7.863,35.2
0,0.268,0.068,0.263,0.029,0.081,0.157,0.122,0.819,0.06,0.798,0.202,0.193,0.807,0.399,0.601,0.739,0.261,0.885,0.115,0.268,0.213,0.131,0.964,0.036,1,1,0.007634,7.924
0,0.471,0.8,0.564,0.002,0.07,0.493,0.523,0.369,0.108,0.817,0.183,0.204,0.796,0.337,0.663,0.609,0.391,0.856,0.144,0.337,0.071,0.11,0.973,0.027,0,0,2.968,19.16
0,0.002,0.029,0.256,0.003,0.023,0.23,0.082,0.85,0.068,0.822,0.178,0.182,0.818,0.334,0.666,0.765,0.235,0.921,0.079,0.101,0.061,0.054,0.972,0.028,1,1,3.471,7.085
0,0.013,0.064,0.159,0.003,0.045,0.112,0.028,0.94,0.032,0.564,0.436,0.156,0.844,0.463,0.537,0.576,0.424,0.728,0.272,0.484,0.312,0.296,0.965,0.035,0,0,7.213,3.783
1,0.328,0.185,0.375,0.002,0.221,0.153,0.246,0.657,0.097,0.797,0.203,0.188,0.812,0.369,0.631,0.629,0.371,0.856,0.144,0.216,0.255,0.232,0.962,0.038,1,1,2.989,11.59
1,0.494,0.125,0.641,0.0,0.423,0.218,0.62,0.262,0.118,0.359,0.641,0.42,0.58,0.25,0.75,0.2,0.8,0.309,0.691,0.512,0.191,0.215,0.941,0.059,0,0,15.17,5.719
1,0.361,0.02,0.708,0.002,0.553,0.155,0.728,0.201,0.072,0.437,0.563,0.4,0.6,0.274,0.726,0.288,0.712,0.424,0.576,0.817,0.265,0.275,0.977,0.023,0,0,20.54,11.95
1,0.0,0.25,0.491,0.001,0.33,0.16,0.392,0.479,0.129,0.414,0.586,0.234,0.766,0.353,0.647,0.265,0.735,0.402,0.598,0.516,0.367,0.366,0.959,0.041,0,0,10.76,10.48
1,0.094,0.028,0.259,0.004,0.1,0.156,0.131,0.806,0.063,0.763,0.237,0.238,0.762,0.406,0.594,0.74,0.26,0.865,0.135,0.329,0.137,0.093,0.976,0.024,0,0,1.536,7.334
1,0.302,0.022,0.52,0.002,0.1,0.419,0.454,0.45,0.096,0.57,0.43,0.362,0.638,0.321,0.679,0.425,0.575,0.607,0.393,0.068,0.288,0.392,0.97,0.03,1,0,8.579,6.27
1,0.0,0.111,0.453,0.018,0.147,0.295,0.327,0.542,0.131,0.723,0.277,0.155,0.845,0.419,0.581,0.63,0.37,0.81,0.19,0.276,0.233,0.319,0.901,0.099,0,0,24.09,9.764
1,0.021,0.846,0.419,0.01,0.039,0.374,0.315,0.597,0.088,0.852,0.148,0.207,0.793,0.37,0.63,0.718,0.282,0.899,0.101,0.072,0.076,0.095,0.873,0.127,0,0,38.71,20.8
1,0.693,0.015,0.471,0.002,0.219,0.251,0.378,0.513,0.109,0.703,0.297,0.146,0.854,0.378,0.622,0.476,0.524,0.753,0.247,0.324,0.41,0.312,0.934,0.066,1,1,6.403,6.768
