"V1","V2","V3","V4","V5","V6","V7"
2,-1.13544224764926,1.13378637156557,-3.35762270208012,1.0867382067816,1.00292309965077,0.31660423557508
6,-1.54090264724467,1.43710417794967,-4.35757507805806,1.27576978356871,1.14967185246683,0.283617852915378
12,13.4068485327527,1.61732982375506,10.2369403270702,16.5767567384351,68.715738071092,1.13729678479128e-16
14,16.607083617894,1.18966004477914,14.2753927762805,18.9387744595074,194.868208712258,2.75280171321633e-44
22,4.88234925873077,1.64705698159375,1.65417689432177,8.11052162313977,8.78699619430007,0.00303385393958168
23,12.8931556548748,0.448571886802809,12.0139709122641,13.7723403974855,826.141327500501,1.1183529190038e-181
24,-1.59844681259858,4.92769580746986,-11.2565531220085,8.05965949681136,0.105222495856124,0.745650229483919
26,4.83203960596196,0.795460771138909,3.27296514341524,6.39111406850868,36.8997511146652,1.24361823020208e-09
27,0.184015217668725,0.0434406155901556,0.098873175645771,0.269157259691679,17.9438461750787,2.27518824014469e-05
28,-0.143098527341248,0.0639376830626029,-0.268414083398886,-0.0177829712836094,5.00906352803094,0.0252149436927851
