"V1","V2","V3","V4","V5","V6","V7"
1,-7.79721397656065,1.89742165647893,-11.5160920867457,-4.07833586637562,16.8869492764699,3.96734235162157e-05
2,-6.76752594305884,0.913050327897993,-8.55707170181139,-4.97798018430629,54.9376938752304,1.24411930688916e-13
7,-5.46291152507994,0.903110589217254,-7.2329757540025,-3.69284729615737,36.5903416682049,1.45752095839737e-09
11,6.18572078060856,1.38917227292814,3.46299315734777,8.90844840386936,19.8275206912023,8.47535790766184e-06
12,11.5494445619053,2.93029467605217,5.80617253275356,17.292716591057,15.5345831862307,8.10095823611682e-05
16,-0.112572703018065,0.649668574240344,-1.38589971041663,1.16075430438049,0.0300249621927455,0.862433602982535
20,-2.67343134250939,1.14629306607482,-4.92012446774403,-0.426738217274753,5.43934668144211,0.0196880321876044
21,-32.1572632136724,2.36308502595532,-36.7888247569507,-27.525701670394,185.182296000992,3.58097510186642e-42
22,21.8383643960107,2.24256482857235,17.4430180990127,26.2337106930088,94.8309723418483,2.07355793431552e-22
23,122.386635186048,0.407460424487738,121.588027428927,123.18524294317,90218.8159276321,0
24,-1.37962431286319,13.8325575383218,-28.4909389020519,25.7316902763255,0.00994756321562842,0.920552750915366
25,1.16407467173419,1.03290343742607,-0.860378865128523,3.1885282085969,1.2701126286674,0.259745551903712
26,0.343415490613268,1.06929668973393,-1.75236751005314,2.43919849127968,0.103143845158021,0.748089025663277
27,-0.113248621014333,0.0239747720633063,-0.160238310795971,-0.0662589312326961,22.3129437815874,2.31639973059635e-06
28,0.338093713721819,0.0544167953448128,0.231438754691899,0.444748672751739,38.601863203821,5.19692886993826e-10
